id_avis,id_restaurant,nom_utilisateur,note_restaurant,date_avis,titre_avis,contenu_avis
22,1,Priscillia,5.0,2022-01-08,Excellent,On a tout simplement adoré. Cétait excellent du début jusquà la fin. Service irréprochable. Lieu cosy. Une très très bonne adresse que nous recommandons vivement  Resa conseillée.
23,1,aliiinelg,5.0,2022-01-04,Parfait,"Cétait vraiment délicieux. Je conseille les sobas, lomelette et les boulettes de poulpes. Déco incroyable, tout était parfait"
24,1,Marie G,5.0,2021-11-05,Un délice et un dépaysement complet.,"Les plats servis sont copieux et de bonne qualité. Jai adoré mon plat. La carte est variée et il y en a pour tous les goûts. Niveau tarifs, rien à redire. Petite mention coup de coeur pour le dessert à base de matcha. Très bon et pas trop sucré. Le personnel est très sympathique et lambiance chouette  Hésitez pas à réserver car la salle est petite. Hâte dy retourner lors de mon prochain passage sur Lyon."
25,1,Cyril D,5.0,2021-10-10,Petit mais cosi et agréable,Très bonne cuisine et personnel très sympathique  Ladresse vaut ses compliments. Par contre la réservation est obligatoire car le restaurant est petit
26,1,Rachel B,4.0,2021-10-03,Tapas japonais,"Une belle surprise que cet izakaya proposant des tapas japonais ou plats aux choix. Jai kpte pour un assortiment de plusieurs petites salades et spécialités , mention spéciale pour la salade d encornets et boulettes de poulpe. Mon mari a testé le shashu ramen, une soupe de nouilles au porc délicieuse. Très belle carte de sakés également."
27,1,marvarez,5.0,2021-09-28,Excellent bistrot japonais,Excellent japonais comme au Japon. Cest beau et bon. Cétait la quatrième fois que nous venions et nous reviendrons  Très bon rapport qualité-prix
28,1,isabelle2907,5.0,2021-08-28,Belle découverte,"Les plats sont juste délicieux, juste à fermer les yeux et on se retrouve au Japon tellement les saveurs sont là  Petite salle à létage, restaurant pas très grand, juste ce quil faut. Nous reviendrons avec plaisir,"
29,1,Sandra L,5.0,2021-08-24,On y reviendra,Merveilleux moment culinaire  Amateurs de soupe sy rendre sennuyer plus tarder Petit endroit mais chaleureux et charmant
30,1,Fanny1012,5.0,2021-07-14,Un véritable régale,Un véritable régale. Nous y sommes allé à 2 et tout était parfait. De lentrée jusquau dessert en passant par le service  Mention spéciale pour le Tiramisu the matcha  Merci à vous
31,1,Jacqueline_communique,5.0,2021-06-26,Tokyo importé à Lyon,"Une tuerie. Jai retrouvé les saveurs que javais découvert sur Tokyo.  Jy retournerai les yeux fermés  En revanche il est vrai quil faut prévoir un certain budget. Une cinquantaine deuros pour 2 personnes sans desserts, mais le goût et les proportions les valent"
32,1,Metroskies,5.0,2020-09-25,Excellent,"Excellent. Tous les plats sont incroyablement bons. Le serveur était très agréable et a beaucoup fait rire notre table. De lentrée au dessert, tout était délicieux. Je recommande absolument"
33,1,Aurele_Crl,5.0,2020-09-23,Naruuuuuutoooooo,"Très belle découverte  référence sur Lyon  Cela fait déjà plusieurs que je my rends, et je ne prends même pas la peine de donner mon avis. Quel indignité.. Je nai jamais été déçu et cest toujours un réel plaisir dy retourner. Une vrai escapade culinaire Japonaise. Petit conseil, les Ramens se mangent bruyamment en faisant de gros SLURPS pour faire refroidir le bouillon servi très chaud avant quil narrive dans la bouche. Plus vous faîtes de bruit, plus cela signifie que vous vous régalez, alors ne vous gênez pas"
34,1,Pouljeanne,3.0,2020-09-20,Décevant,"Nous pensions être dépaysés en allant dans ce restaurant. Mais en entrant, laccueil de 2 jeunes en short nous a un peu refroidis. De plus pour avoir le menu il faut scanner un qr code. Jamais vu ça. Et si nous navions pas de téléphone  Le menu est mal foutu on y comprend rien. Nous avons commandé gyozas, boulettes de poulpe et beignets de crevette. Tout était délicieux mais je nai pas trop compris la pointe de mayonnaise dans les boulettes au poulpe. Mdr le tube de mayo sur le comptoir au passage. En plat jai été déçue par le porc tonkatsu. Sec et presque pas de sauce. Lautre plat au poulet était meilleur. Jaurais voulu manger une soupe avec des ramen mais comme on ny comprenait rien à ce menu je me suis trompée. Le tiramisu au matcha était bon mais pas assez sucré. Le prix des sakés est exhorbitant. Nous avons passé notre tour. Pas de cocktail alcoolisé sur leur carte dommage. Le prix nest cependant pas excessif mais les plats trop secs. Pour toutes ces raisons je mets 3 étoiles et nous ne reviendrons pas."
35,1,Manon C,5.0,2020-09-03,Excellent restaurant japonais,Jy vais depuis plusieurs années avec ma famille ou bien des amis. Je nai jamais été déçue. Le personnel est top et la nourriture aussi. Je recommande vivement  Très sympathique le soir pour partager à plusieurs des petits plats et tester une bonne partie de la carte. Gros coup de coeur pour le tiramisu au matcha.
36,1,thierry c,5.0,2020-09-02,Un bon restaurant japonais,A chaque visite nous sommes accueillis et nous ne sommes jamais déçus. Cest un plaisir de pouvoir conter sur cette adresse.
37,1,Oriane J,5.0,2020-08-04,Itadakimasu,"Petit restau dans les rues de lyon 6, bien simpa avec petite ambiance japonaise dès quon rentre. Tous les plats et desserts sont typiques du japon ainsi que les boissons, et les prix sont raisonnables On y mange très bien, jai adoré les karaage avec le riz Et le service est top Equipe souriante et gentille. Je recommande ce bon restau japonais"
38,1,Letsgotothebeach,5.0,2020-07-24,Escapade au Japon,Toujours difficile de trouver un bon resto japonais et là... très belle surprise On retrouve vraiment les saveurs authentiques du Japon Les plats sont frais et délicieux. Je recommande a 100
39,1,Bastillus B,2.0,2020-07-16,Quantités minuscule,"Au niveau acceuil jai connu beaucoup mieux, Le cuisinier te gueule dessus d entrer, pour non port du masque alors que la distanciation sociale est respecter, de surcroit les serveurs qui laisse poireauter 10 min avant de te placer alors qu il n y pas grand monde, les plats sont bons mais les portions sont ridicules, une collation est necessaire avant daller dans ce restaurant, le tout pour un prix très elevé et cela sans dessert. Réputation surfaite, on trouve beaucoup mieux en japonnais sur Lyon, je ne retourne pas dans ce restaurant"
40,1,marianaurelgatto,5.0,2020-07-13,très bon,"Les plats sont savoureux. Les udons sont un délices. Bonne expérience, serveurs très gentilles, service ultra rapide. ."
41,1,FixouChop,5.0,2020-07-08,Un vrai japonais dans le 6eme,"Adresse très sympa, mets et bières de qualité. On sort des sushis maki ... habituels Beau voyage culinaire"
42,1,audric d,5.0,2019-12-25,Kuma,Très très bon restaurant japonnais. Superbe accueil et lieu très sympa. Pensez à réserver car victime de son succès.
43,1,Arnaud P,4.0,2019-12-06,Très bon restaurant,"Le restaurant est dépaysant, dès lentrée vous changez de continent. Laccueil est très sympathique. Les plats excellents. Et tout ça pour un prix raisonnable. Bref je recommande."
44,1,Olivier83,5.0,2019-11-24,TOP,"une vraie expérience japonaise, un régal. Lentrée de tofu frais fut une superbe découverte pour moi et le ramen parfais. le service top également."
45,1,Jérome DJ,5.0,2019-10-23,Une très bonne adresse,"Les plats sont frais, excellent, et assez copieux. Le cadre et le décor sont travaillé. Bref, a essayer."
46,1,Ericka M,5.0,2019-10-01,Excellent,"Le personnel accueillant et sympathique, très bonne cuisine...On sest régalé...Nous avons voyage le temps dun repas...on vous le recommande...il est préférable de réserver pour être sur davoir une table."
47,1,Juristee,5.0,2019-09-29,Très bonne découverte,Les plats sont vraiment bons et les prix sont très abordables Je recommande Mention spéciale pour le poulet teriyaki
48,1,MetzSolo,4.0,2019-09-19,Recommandable,"Restaurant de cuisine japonais, très fréquenté en ce midi, il faut réserver de préférence. Ambiance agréable et bonne cuisine qui change des traditionnels sushis et autres. Ce nest pas de la haute gastronomie japonaise mais cest bon et à des prix raisonnables. Bien entendu, grand choix de bières japonaises et de saké."
49,1,Sarah M,5.0,2019-09-18,Lun de mes restaurants japonais préférés,"Je vais chez Kuma Izakaya depuis un moment, quasiment une fois par mois  Je retrouve dans ce restaurant une ambiance typique et de bons plats japonais. Leur tiramisu au thé matcha est vraiment top"
50,1,Zélia B,4.0,2019-09-05,Top mais un peu cher,"Dépaysement au rendez vous, très très bonne cuisine japonaise, personnel accueillant et sympathique le seul hic... Laddition est un peu salé mais ça en vaut la peine"
51,1,morita kaoru,4.0,2019-08-20,Très bon et copieux,"Très bonne cuisine et ils ne lésinent pas sur la quantité, on peut dire quon est rassasié et je pèse mes mots en sortant du restaurant. Mais bon rapport qualité prix. La cuisine est traditionnelle et nous fait vraiment voyager, la deco du restaurant aussi. Même les desserts viennent du Japon, notemment leur tiramisu au thé vert. Lacceuil est moyen."
52,1,Damien Habran,1.0,2019-08-01,Pas envie de cuisiner après 21h,Si le cuisinier na plus envie de bosser après 21h il suffit de lénoncer clairement ou modifier ses heures douverture à la place de gueuler depuis la cuisine quil ne cuisine plus à emporter puis de tenter de se justifier en évoquant le fait quil na plus de contenants pour emporter. Peut être que leur classement est justifié par la qualité de leur cuisine que je nai pas pu juger mais en tout cas certainement par laccueil du client
53,1,David G,5.0,2019-07-17,Très bien,Ne connaissant pas bcp la cuisine japonaise j ai bien apprécié et découvert des saveurs. Bon service.
54,1,Carine C,5.0,2019-06-19,Excellent repas,Cétait pour moi une découverte de la cuisine japonaise. J ai beaucoup aimé  On est loin des clichés de bar à sushi. Tout était savoureux et cuisiné avec des produits frais. Le service est efficace et discret. Je recommande
55,1,Coastal817706,5.0,2019-06-16,Super,Un restaurant japonais à la hauteur de nos espérances Tout était parfait. Un délice du début à la fin Je recommande vivement. Service rapide et chaleureux.
56,1,Steeve B,4.0,2019-06-14,Top,"la salade de poulpe était très bien assaisonnée, les ramens étaient top, bref la cuisine est de très bonne qualité. Je mets 4 étoiles car le service nétait pas très chaleureux, pas vraiment enthousiaste, pas à la hauteur de la cuisine."
57,1,Cadrinou,5.0,2019-05-28,Itadakimasu,"Jai eu le plaisir de déguster un Hiyayakko tofu frais avec purée dail, des takoyaki boulettes de poulpe, une salade shiitake salade de champignons et des gyoza aux légumes. Le tout à emporter  A recommander"
58,1,djerbavril,5.0,2019-05-25,"Fin, raffiné et ambiance conviviale","Très bon restaurant testé 2 fois avec une amie. Les plats sont dune grande finesse. Laccueil est chaleureux et la serveuse, toujours souriante, explique patiemment les plats et donne des recommandations. Allez y les yeux fermés  cest une excellent adresse lyonnaise"
59,1,Solyluna26,5.0,2019-05-21,Très bon restaurant japonnais,"Ici pas de sushis et cest tant mieux. Les plats sont excellents, avec du goût. Le lieu est tout petit mais intimiste. A decouvrir"
60,1,Ally,5.0,2019-05-07,Un régal,"Un très bon restaurant de cuisine traditionnelle japonaise, pour un prix tout fait raisonnable  On sest vraiment régalées avec des saveurs authentiques et subtiles dans un cadre sympathique. Pour les gourmands, les plats de ramen et yakisoba sont vraiment copieux  Le service a été rapide et agréable. Le  original  un très très grand choix dalcools japonais  saké, liqueurs, bières... 4 ou 5 pages consacrées dans le menu  Ex  1 pers.  Liqueur dapéritif  2 dégustations dentrée  yakisoba ou ramen  dessert  35"
61,1,Chipielaure77,5.0,2019-04-18,Tellement délicieux,Juste sublime car petit japonais traditionnel sans prétention mais tellement délicieux... Mon conjoint et moi avons pris les donburis à base de porc et moi de bœuf et ma belle fille les udons à la crevettes  Chacun était conquis de son plat et de son choix. Pensez bien à réserver
62,1,ganeshtuba,5.0,2019-04-06,Excellent restaurant japonais,"Ce restaurant propose une carte variée. Ici pas de makis ou de sushis, mais une délicieuse cuisine japonaise variée. Coté boissons vous ne serez pas déçus puisque la carte comporte bières japonaises mais surtout de nombreux sakes. Laccueil et le service sont parfaits, le rapport qualité prix très bon."
63,1,AndreaRAVA,5.0,2019-04-06,Excellent,"Première visite et une bonne surprise, excellent au niveau de laccueil, du service, du goût et de la quantité. Plat bon, raffiné et bien présenté. On peut voir la cuisine bien entretenu, petit restaurant, mais très bien. On y retournera cest sûr  Merci pour votre accueil et ces plats délicieux."
64,1,Julien L,5.0,2019-03-14,Tres mignon,"Qualité et service top, très bien mangé, soupe et nouilles très bien cuisiné, acceuil, propreté, nous reviendrons"
65,1,Thierry1972,5.0,2019-03-11,Souper en semaine,De passage à Lyon nous avons fait une virée en centre ville et avons trouver ce petit restaurant très sympathique. La cuisine est un régale et le personnel adorable et quand au prix très correcte. Nous y reviendrons avec plaisir.
66,1,JB37,5.0,2019-03-05,Un japonais pas comme les autres,"Restaurant très accueillant, personnel sympathique. Le cadre nous invite au voyage. La carte change de lordinaire  pas de sushi, de maki ou autre sashimi  Dautres plats japonais que jai vraiment apprécié  Une très belle surprise"
67,1,Michela A,4.0,2019-03-03,De la vraie cuisine japonaise fait maison,"Je reviens souvent dans ce restaurant japonais qui ne propose pas de sushi mais de véritables mets japonais très bons. Petit à petit jai essayé presque tous les plats et à chaque fois je nai jamais été déçue. Comme jai passé pas mal de temps au Japon, je trouve que les plats proposés sont proches de ceux qui se mangent au Japon, notamment les takoyaki. Les desserts ne sont pas mal, mais pas comme au Japon."
68,1,Sophie-Emmanuel... C,5.0,2019-03-01,St valentin au top,"Une soirée topissime  Sur réservation, nous avons mangé dans la salle à létage, très calme pourtant pleine et où le son résonne peu très très appréciable après une journée de boulot. Les tables peu nombreuses et bien espacées permettent dêtre vraiment tranquille. Le service était très bien, et les plats délicieux jai préféré les petites entrées à partager. Je navais plus faim pour les desserts, qui donnaient pourtant très envie, mais je compte bien y retourner. Bref, une adresse qui nous ramène au Japon en tout simplicité et que je recommande"
69,1,Alexandre D,4.0,2019-02-05,Cest fou...,"...comme certains avis peuvent être divergents  Comme moi, vous vous en lisez un certain nombre pour vous faire une idée et décider si les négatifs ne font pas le poids avec les positifs. Alors, faisons simple  KUMA, cest un restaurant facile, simple, bon économique avec des saveurs qui changent des sushis. Après il y a les grands connaisseurs du Japon pour avoir vécu et qui affirment que ce nest pas de la cuisine japonaise et qui vont jusquà rechercher que le gérant est chinois...merci pour linfo, mais si vous voulez passer un moment sympa, tentez lexpérience."
70,1,3lo21,4.0,2019-01-30,Excellent,"Un très bon restaurant japonais, cela change des restaurants de sushis. Les ramens étaient délicieuses."
71,1,mass74fr,4.0,2019-01-22,Pas de Sushi mais cest bon....,"Voilà un restaurant japonais original, pas de sushi, maki ou autres poissons crus, mais des plats chauds venus directement de lempire du soleil levant. Toujours avec ma fille à la recherche du meilleur Japonais de Lyon, on a trouvé ici une perle rare. On a mangé au comptoir car cest plein le midi et il faut réserver normalement. deux petites places au comptoir pour nous, sans réservation super La qualité des plats est là, on mange vraiment bien et prix final 34 euros, à deux sans boisson, pas mal du tout. On conseille."
72,1,TT K,5.0,2019-01-19,Le meilleur japonais de Lyon,Ambiance Izakaya inimitable avec une grande variété de petits plats tous excellents. Les plats principaux et déserts sont aussi dune grande qualité. Le tout pour une prix très abordable
73,1,Delphine V.,5.0,2019-01-12,Un régal,"Je pense que la réputation de ce restaurant nest plus à faire vu la bonne note quil a. Honnêtement on sest vraiment régalé. Super rapport qualitéprix, bon accueil, repas plus que délicieux, pleins de saveurs et découverte des produits asiatiques. Allez y les yeux fermés"
74,1,Julie,5.0,2019-01-06,Excellent,"Nous avons découvert ce restaurant il y a quelques semaines, à la recherche dun restaurant où nous pourrions manger des spécialités japonaises et navons pas été déçus  Nous avons pris gyoza et takoyakis en entrées, qui sont délicieux, tout comme les yakisoba et udon en plats. Les desserts sont aussi très bons tiramisu, dorayaki, le service est agréable et rapide et la décoration du restaurant est très belle. En bref, très bonne découverte, nous ne sommes pas de Lyon mais nous revenons avec plaisir. A recommander"
75,1,Ricounet74,5.0,2018-12-19,Très bonne qualité à un prix très raisonnable,"Conversation téléphonique agréable pour la réservation, sourires chaleureux à notre arrivée malgré un retard de 15mn, salle agréable. Que ce soit les entrées froides ou chaudes, le ramen ou les pâtes sautées aux crevettes, comme les desserts, cela sent et goutte les produits fait maison, de qualité. Nos amis à quatre pattes ne sont pas admis nous avions vérifié auparavant par tel. Nous y retournerons très certainement."
76,1,stephanie01700,5.0,2018-12-05,Délicieux,Il faut oser pousser cette petite porte. Ça vaut le coup Les nouilles comme dans Naruto  Mon fils était trop heureux Nous nous sommes régalés. Déco typique. On adore
77,1,Draskoh,5.0,2018-11-12,De vrai ramen,"Un petit restaurant style bistrot japonais qui sait allier plat traditionnelle simple de la cuisine japonaise Ramen, gyoza, salades, nouilles sautées, dombouri...et la dégustation de saké. Les prix sont très raisonnable et les plats délicieux. Chose rare, les desserts sont également à tomber. Le service est discret et attentionné."
78,1,Tour25011407795,5.0,2018-11-04,Super,"Très bon diner, typique et très bon rapport qualitéprix. Les entrées à partager cest très sympa, le service est très bon. Restaurant très propre."
79,1,Aurélie L,5.0,2018-10-31,Des bons plats comme au Japon,Un excellent restaurant qui propose des plats traditionnels comme au Japon. Bref si vous cherchez un restaurant japonais typique vous pouvez y aller les yeux fermés.
80,1,Jajaja003,5.0,2018-10-28,Cest tellement bon,"On vient très souvent dans ce restaurant car entre les prix abordables et la qualité des produits, nous sommes conquis  Les takoyki , les gyoza et les ramen sont excellents mais alors le tiramisu au thé vert est carrément à tomber parterre . Je recommande"
81,1,marvarez,5.0,2018-10-23,Excellent,"Super restaurant  plats comme au Japon tous aussi bons les uns que les autres, service rapide et agréable. Nous y retournerons à coup sûr"
82,1,Yasmine E,5.0,2018-10-21,Excellent et convivial,Jy suis allé à plusieurs reprises et à chaque fois cétait un délice Les plats sont excellents et copieux De laccueil à laddition tout sest très bien passé... Je recommande vivement
83,1,Yoann O,5.0,2018-10-21,Excellente découverte,"Cadre cosy cest petit, bien penser à réserver  et accueillant. Un mélange de saveurs bien maîtrisé, tout en finesse. Nous avons adoré. Nous ne sommes pas trop sucré et avons goûté des parfums de glace subtiles, surprenants. Nous y retournerons."
84,1,Guillaume B,5.0,2018-10-20,gastronomie japonaise,"Très bon petit restaurant japonais, cuisine zéro sushi, une découverte culinaire dans un cadre simple et un peu petit mais avec une équipe efficace, et un joli choix de saké, jai pour ma part goûter le kambara, vraiment bien."
85,1,Bérengère G,5.0,2018-10-20,Très bon restaurant japonais,"Très bonne adresse que je recommande vivement. Très bon accueil, beau cadre et le repas est copieux. Très bon rapport qualité prix"
86,1,Didierf478,4.0,2018-10-04,Bonne auberge japonaise,"Laccueil est sympathique, le cadre bien. Grand choix de saké. Les plats sont savoureux pour un prix abordable. Bonne impression."
87,1,etga,5.0,2018-09-22,"Cuisine maîtrise, déco sympa. À refaire","Nous avons mangé en couple dans ce restaurant. Tout était parfait beau et bon. Bon accueil, discret. À refaire."
88,1,Laura M,5.0,2018-09-22,Au top,"Excellent, rien à redire une référence en restaurant japonais  Accueil sympa, cuisson et assaisonnement parfaits"
89,1,Corentin J,5.0,2018-09-22,Top,"Excellent. Meilleur gyoza. Ma référence en terme de Japonais. Acceuil sympa, ambiamce relax. Un bon moment"
90,1,La Miss,4.0,2018-09-09,Un endroit sympathique pour de bons moments de partage,"Nétant jamais allée au Japon, je ne peux me prononcer sur le côté authentique de la cuisine et des boissons servies. Mais lendroit nous plait à chaque visite. Mieux vaut réserver, ce nest pas grand, même avec létage. Le service est rapide, on peut voir les cuisiniers sactiver vers lentrée. Nous aimons le principe des multiples plats à partager. Cest joliment présenté, contenu et contenant, et cest plutôt bon. Jai certes trouvé que le plat de nouilles sautées au poulet que javais pris ensuite était très généreux en nouilles, un peu moins en garniture. Jaime bien les glaces proposées en dessert, aux parfums étranges, haricot rouge, sésame noir...Un grand choix de saké et de liqueurs à base de yusu. Certains nous ont plu, dautre moins, mais cest histoire de goûts. La carte a au moins le mérite par son large choix de nous offrir la découverte."
91,1,Clem,4.0,2018-08-27,Bienvenue au Japon,Petit japonais très sympa  La décoration très dépaysante nous met tout de suite dans le bain  Nourriture très savoureuse
92,1,celine p,5.0,2018-08-21,Excellent restaurant japonais traditionnel,"Ne vous attendez pas à trouver des sushis dans cet excellent restaurant japonais. En revanche les plats typiques sont excellents. Le personnel est très accueillant. Pensez à réserver, le restaurant sur 2 étages est souvent plein."
93,1,vincent_pichon,2.0,2018-06-19,Pas très japonais...,"Les nouilles sauté de saveur chinois, cest pas un vrai restaurant japonais. Les ravioles congélés. préférable un restaurant japonais à volonté."
94,1,Maëliss T,5.0,2018-06-11,Délicieux pour les papilles et les yeux,"Cadre très sympathique, personnel à lécoute, souriant et disponible, les plats étaient savoureux et très bien présentés. Nous avons commandés une dizaine de plats que nous avons partagé pour la découverte et nous avons tout adoré. Rapport qualité-prix parfait."
95,1,Croixroussienenforce,5.0,2018-04-22,Super moment dans un vrai restaurant Japonais,"Nous avons tout adoré.. Lambiance, laccueil et bien sur chacun des plats Ce resto est au top du top Hugh"
96,1,pierreantoineb,2.0,2018-04-22,Aucun intérêt,"Aucune différences entre les plats. Aucune saveur. Les raviolis au légumes. Les crevettes passent encore. Sinon aucun intérêt de venir. Bière pas fraîche. Personnels sympas mais sans plus. Ne se distingue en rien des chaînes asiatiques, donc préférer un restaurant à volonté pour la quantités et le choix. Et c est tout. Resto plutôt cher. Je ne reviendrai pas. Dommage."
